Sentence	ID	label	score
"眠すぎて傘持つのもダルくて上着のポケットに引っ掛けてズルズル～って目ぇつむって歩いたけど、みっともないからやめなさいなんて言わないでほしい。寝ます。オヤスミナサイ…"	222	"NEGATIVE"	0.993
"お腹いたくて起きた午前３時、の雰囲気の午前０時半。そしてまた寝る"	223	"NEUTRAL"	0.700
"30分うたた寝したつもりの午前３時半。まさかここで帳尻が合うとは。寝よ。"	224	"NEUTRAL"	0.789
"今日もアジアの屋台のような個性的な夕飯を食べた。食べ過ぎた。明日も頑張るぜ。オヤスミナサイ"	225	"POSITIVE"	0.882
"小栗旬に手をつながれたところで目覚まし。くぅ～"	226	"NEUTRAL"	0.467
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"POSITIVE"	0.818
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"POSITIVE"	0.589
"人生を楽しむ練習をしています。"	229	"POSITIVE"	0.893
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"POSITIVE"	0.902
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"POSITIVE"	0.987
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"NEGATIVE"	0.989
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"NEGATIVE"	0.930
"昨日遊びすぎたので雑用をこなしまくっています。暖かいので徒歩移動。夕陽が目に染みるぜ。センチメンタルジャーニー♪"	234	"POSITIVE"	0.958
"寝る頃になると、目と鼻がムズムズ…目を閉じてもゴロゴロ… ちきしょう、また、私の睡眠を邪魔する輩が増えたと見える…"	235	"NEGATIVE"	0.993
"いつもの店ではよくやることだけど、のっぴきならない状況により、よその店で初めて、小銭だけのお会計で帰った。は、ハズイ！この感覚を忘れないようにしよう。"	236	"NEGATIVE"	0.888
"何の気なしにみた、映画「監獄めし」。泣かすやん。でもこの時間に濃い～ご飯食べたくなる。"	237	"NEUTRAL"	0.529
"横殴りの雨が微妙にかかるのにも耐えて浸っていたら、小鳥が集まってきた。私は神の子なのかもしれない"	238	"POSITIVE"	0.935
"今からカラオケいけるひと、21時に天王寺ジャンカラ集合！"	239	"POSITIVE"	0.979
"二宮君の真似して「プラチナデータ。」って言うのにはまっています。映画はまだ観てないけど。キコちゃん出てるし観たいな～"	240	"POSITIVE"	0.984
"こないだのツィート、監獄ではなく極道でした。訂正してお詫びいたします。"	241	"NEGATIVE"	0.883
"ゆうべは遅くまで飲んで知らぬ間に寝てしまい、起きたら鼻がずるずる。歯医者に行ったら思いの外悪かったらしく麻酔されて半顔麻痺。さっきからくしゃみも止まらない。今日は初のインデアンカレーの予定だったけど、全くやる気がなくなった。"	242	"NEGATIVE"	0.982
"ご飯は、ガッツリおかずを作ってくれればうまいうまいと食べますし、アイドルに熱を上げてもへぇ～(^^)と笑ってられますし、もう少し稼げるようになったら、誰か嫁に来てくれるかなぁ？"	243	"POSITIVE"	0.954
"就活用に撮ったぶりに証明写真を撮ったら、自分の顔の歪みっぷりに愕然としたので、左側で噛むことにします。"	244	"NEGATIVE"	0.835
"お洒落人達はこれをこんふぃちゅーると云うのですね。good night～♪"	245	"POSITIVE"	0.669
"何年ぶり、いやもしかして初めて？ほっぺに吹き出が。噂のニベア美容、やってみようかな…"	246	"POSITIVE"	0.536
"毎度おなじみ後輩指導。またもきつい言い方をしてしまい、へこむなう。ご飯食べよ。"	247	"NEGATIVE"	0.931
"夜中の公園でサッカーして、小腹が減ったのでロールキャベツ食べて寝ます。オヤスミナサイzzz"	248	"POSITIVE"	0.548
"ゆずぽんかけてみた。…ハマる。"	249	"POSITIVE"	0.985
"好きだな、素敵だな、って、思う人はたくさんいるのに、付き合うとか付き合わないとか言い出した途端にややこしくなる。ただ好きだとかただそばにいたいとか、それではダメなのかなぁ。自分自身がまず、ややこしいのだけれど。"	250	"NEGATIVE"	0.985
"女子は欲望と恋を混同しがちだと言われるけど、そういうことなのかなぁ。歳を重ねるほど、いろいろ難しいねぇ…"	251	"NEGATIVE"	0.901
"男女問わず、気を許してる好きな人には、抱きついたり腕を組んだり、そーゆうところでしか愛情表現できないので、それを奪われるとなかなか困る。"	252	"NEGATIVE"	0.961
"明日映画いこかな。｢舟を編む｣めっちゃ観たい。｢世界でひとつのプレイブック｣今週終わるからいこかな～♪"	253	"POSITIVE"	0.978
"誰か夜映画いきませんかー？18時過ぎに難波マルイにこれる人！「世界でひとつのプレイブック」観よう～♪"	254	"POSITIVE"	0.962
"その前にカット行こかな～♪"	255	"POSITIVE"	0.937
"あー高飛びしたい。"	256	"NEGATIVE"	0.946
"今日はクリームバスに全身マッサージに、プチ贅沢した。土日を乗りきるぞ！っしゃーこいコノヤローッ！"	257	"POSITIVE"	0.992
"昨日はよく遊んだ。千本鳥居に挑むため、まずはアイスとコロッケ。そして名物いなり寿司♪お花見屋台でサイコロステーキ、そして湯豆腐に日本酒！いい気分でそぞろ歩き、うどん食べ比べで満腹かと思いきやパンケーキ求めて徘徊、最後はありえない暗さのbarでフィニッシュ。体が重い…笑"	258	"POSITIVE"	0.847
"私も人を批判しがちやわぁ。気を付けよ。"	259	"NEGATIVE"	0.975
"どーあがいたって自分からは逃げられないんだよね。ちっ！"	260	"NEGATIVE"	0.923
"昼間はほとほと自分が嫌になったのでネガツィートしてしまったけど、多分もっと体を鍛えればどーでもよくなるんだろうな。"	261	"POSITIVE"	0.472
"もうだめだ…私もアラサーちゃん買おう…"	262	"NEGATIVE"	0.914
"梅田彩佳可愛いなぁ…！"	263	"POSITIVE"	0.992
"絵、うまいなぁ。"	264	"POSITIVE"	0.972
"今宮高校のダンス部が世界大会で大阪を前面に押し出したパフォーマンスで入賞。の番組見てる。若い純粋な魂が、仲間たちと共通の目標に向かってその命を燃やしてる。そんな姿にほんまに感動する。gleeにはまったんもそうなんやろな…そんな自分に老いを感じずにはいられない。"	265	"NEUTRAL"	0.586
"ただいまより、初めての「布団圧縮」に挑戦したいと思います。"	266	"POSITIVE"	0.900
"ふとんをきっちり袋に詰め込み、スイッチON！「うわぁぁーーーー！」「エグい！エグすぎる！」あまりの衝撃に、ボーゼンとしております。"	267	"POSITIVE"	0.901
"あわわ！今最も脂の乗ってる40代、福山と大沢がガリレオで共演している！"	268	"POSITIVE"	0.937
"ふぅ～とりあえず一段落。今日は朝から久々のお稽古。調子こいて4時間とったらすんごい疲れた…早く寝るつもりが圧縮にハマりこんな時間。死んだように寝ます！オヤスミナサイ"	269	"POSITIVE"	0.584
"ボーッとしてたらコンタクトがもうなかった。前にもらったカラコンがあるので、明後日からは毎日趣の違ったギャルになります。"	270	"NEUTRAL"	0.841
"人間、危機的状況に陥った時、一回すごい慌てるけど、慌ててもしょーがないな、って、急にスッ。とするよね。今の私がまさにそう。さて、どうしたもんか…"	271	"NEGATIVE"	0.825
"こないだからディファインで瞳が大きくなっているのに加えて、暗めに染めたてでツヤツヤの髪と眉ブリーチが相まって、すっぴんの自分が8才児みたいで可愛い。そうか、可愛いって、こういうことか。"	272	"POSITIVE"	0.953
"TSUTAYAの延滞料2400円。何やってんだろ…"	273	"NEGATIVE"	0.969
"きっと、私みたいなだらしないヤツのおかげで儲かってるんだろうな。てか、このままだと私は一生儲かんないんだろうな。"	274	"NEGATIVE"	0.942
"ヤバイ。宮沢りえヤバイ。あのCMは、メガネ買お！ってなる！んで赤リップしよ！って、なるやろぉ！"	275	"POSITIVE"	0.854
"う！胸が！胸がいたい…！"	276	"NEGATIVE"	0.717
"携帯が壊れて代機生活。いち早くFacebook入れたものの、バタバタでわすれてました。ただいま、Twitter！"	277	"NEGATIVE"	0.801
"先日思い知りました。私は少女漫画に毒されているなぁ…と。｢ちょ！ばっ！ヤメロヨォ！｣とか…リアクションがくどい。笑"	278	"NEGATIVE"	0.714
"喉痛い。耳聞こえない。節々いたい…"	279	"NEGATIVE"	0.996
"熱い風呂に入り、スウェットを着込み、ヴィックスヴェポラップを鼻と喉にベタベタに塗り込み、タオルとマスクで保湿！枕元には濡れタオルとポカリ2Lで完全武装。なかなか男前な感じで、寝るっ！"	280	"POSITIVE"	0.975
"さ、さ、さむい…！"	281	"NEGATIVE"	0.974
"うわさのテラフォーマー、めっちゃ面白そうなんだが絶対見たくない。でも読みたい"	282	"NEUTRAL"	0.663
"痛みよ、去れ！いたとん！"	283	"POSITIVE"	0.574
"暑い…寒い…暑い…"	284	"NEGATIVE"	0.986
"この歳の風邪は辛い。昔は少々なら気合いでいけたし、仕事してたら紛れた。最近はほんまになんもできんし、長引く。えづきそうやけど、すき焼きとか食べよかな。"	285	"NEGATIVE"	0.895
"医者よ！それはやり過ぎやろ！15センチはくだらない綿棒を鼻に突っ込むなんて！涙が止まらない！"	286	"NEGATIVE"	0.957
"思い出し笑いならぬ思い出しくしゃみ！家にいたときより悪くなってるじゃないか！"	287	"NEGATIVE"	0.982
"例えば刃渡り15センチのナイフを持ち出したとしたら、銃刀法違反やで！むちゃくちゃすんなぁ！"	288	"NEGATIVE"	0.976
"調子が悪いので病院行ってから行きます。って連絡いれて、そのまま夕方まで気絶して、結局休むってゆう、常套化してきているパターン。"	289	"NEGATIVE"	0.747
"明日はちゃんと行くぞ。"	290	"POSITIVE"	0.949
"暑い…アイス食べたい…"	291	"NEUTRAL"	0.753
"誰か！誰か！シャンプーしてくださぁい！！"	292	"NEUTRAL"	0.504
"どこもかしこも弱ってるんだろな。ネギが目に染みて涙…"	293	"NEGATIVE"	0.897
"店の買い出しアップ。週末の梅田をナメてました。めちゃくちゃ疲れた…Orz"	294	"NEUTRAL"	0.657
"週末ゆっくりできたのは何年ぶりだろ？ワンピースって日曜の朝やってるのね。夕方のテレビのおもんなさよ…"	295	"NEUTRAL"	0.807
"この休み中に贈り物を買うことが多かった。直接足を運んだりネットで選んだり、いろいろ見すぎて、買ってないつもりだった食器セットが今日届いた。のしつきで。どうしよう…(;´｀)"	296	"NEGATIVE"	0.924
"あーもうなんてゆーかこう…、、出家したい。Orz"	297	"NEGATIVE"	0.969
"店を改装していて、明日から営業なんだけど、まだ全然できてなくてやることがない。とりあえず長い夜に備えてくつろご。"	298	"NEUTRAL"	0.528
"さー明日からまた働きますよ！爽やかに起きてやる！おやすみなさい！"	299	"POSITIVE"	0.984
"改装後初仕事！いつもより早めに行ったらすでにお客さんが！そして最後のお客さんは、去年衝撃の再開を果たした、初来店の小、中学の友達でした。いやぁありがたやありがたや…"	300	"POSITIVE"	0.709
"ラストシンデレラ。あかんあかん、ものすごくあかん展開になってきたぞー！"	301	"NEUTRAL"	0.651
"｢ハンコック｣…めっちゃいいやん。"	302	"POSITIVE"	0.981
"今住んでる部屋、ベッドに寝転がって窓を見上げると、ちょうどいい位置に月がきれいに見える。古いし引っ越しを考えることもあるけど、中々手離せない理由のひとつなんだよなぁ。"	303	"POSITIVE"	0.963
"あ。今日IPPON GPやったんや！"	304	"POSITIVE"	0.969
"速水もこみちをすごく久しぶりに見たんだけど、何かタイ人ぽくなってる…"	305	"NEUTRAL"	0.828
"お昼が遅かったので夜は炭水化物を抜いて冷しゃぶサラダ。…二人前は食べたしおなかパンパンなのに口の中の水分を全部持ってかれる台湾おやつをどんどこ食べてしまう…苦しいのにどんどこ…"	306	"NEGATIVE"	0.987
"何か視界がおかしい。そうだ、さっき右目が痛くてコンタクト外したんだ。もう両方はずそう…５分後。あまりにとれないので鏡を見ると、外したはずの右目は黒々とし、まさぐり続けた左目はつぶらにこちらを見ていた。涙が止まらない。"	307	"NEGATIVE"	0.960
"ドラマにどっぷり感情移入。 自分が本当に好きな人が自分を好きで、そんな人と傘をさして寄り添って歩けたら、多分泣くだろな。"	308	"POSITIVE"	0.951
"からの、飯島直子のおちち！すごい！"	309	"POSITIVE"	0.980
"涙もろくなったなぁ…歳かなぁ。"	310	"NEGATIVE"	0.980
"よし！寝るっ！"	311	"POSITIVE"	0.625
"今日はほんまによく待ってもらった。 ほとんどの人が30分は待ったと思う。 お待たせしたのはダメなことだけど、満足のいく仕事ができたと思う。 ピリピリせずにやれたのが大きな進歩や…ハミングを挟みながら。 もっと楽にいこ～♪"	312	"POSITIVE"	0.987
"ラストシンデレラ。チャコちゃんの下着のチョイスは、一般的に、どーなんだろう。いつもラブリーな服着てるのに、わりとスポーティーだったから意外。"	313	"NEUTRAL"	0.891
"のどごし生のCM、だんだんエスカレートしてきてる！ ジャッキーとしょこたんとの共演！カンフーファン憧れの鉄板シーンの連続！めっちゃいいやん！めっちゃいいやん！うらやましすぎる！！"	314	"POSITIVE"	0.981
"世の男子の夢や希望は 取り返しがつかな位、ですかね…"	315	"NEGATIVE"	0.986
"おあとがよろしいようで。 気絶するように寝る！オヤスミナサイ"	316	"POSITIVE"	0.862
"刹那的に生きているので形ある財産を持たないことにしているのですが、今、ものすごくバイクがほしい。"	317	"NEGATIVE"	0.492
"物を捨てることで雑念を捨てるでお馴染みの断捨離を実践していますが、 本当はバイクのみならずテレビもPCも掃除機や洗濯機や新しい浴衣とか靴とか素敵なチャリとか、 もう物欲だらけなんだ！"	318	"NEGATIVE"	0.784
"自作のコラージュを壁紙にしたら、すごくちょうどよく設定できたのでにんまりしています。"	319	"POSITIVE"	0.977
"うわぁ！たまたまスッキリ見てたらMIYAVI！セットアップ素敵～?爽やか～?"	320	"POSITIVE"	0.990
"雅ちゃん、胸開けていいからおなかのボタン留めなさい。セットアップでへそ出しって…笑"	321	"POSITIVE"	0.549
"あかん！寝ても寝ても眠い！"	322	"NEGATIVE"	0.992
"日本橋ヨヲコ先生からリプライが！初めて、ご本人と作品以外で繋がれた！ 今、私はものすごく興奮している！"	323	"POSITIVE"	0.992
"アウトデラックス。黒田勇樹が…(゜ロ゜;"	324	"NEUTRAL"	0.638
"ミラクルひかるが年齢のわりにヘアメイクが古いのが気になってたけど、今日みたらきれいにブローしてたから少し安心した。髪の毛って大事。"	325	"POSITIVE"	0.974
"あぁっもうっ！山Pの歌う｢サマーヌード｣がイライラするっ！ カバーせんでいいやん!!(｀ロ´;)"	326	"NEGATIVE"	0.927
"ドラマ製作チームの皆さん、 ドラマにおける主題歌、挿入歌の選択は、そのドラマがヒットかする否かを決める上でかなりのウェイトを占めていると思うのです。 タイトルに採用したからって、山Pに歌わせるとは、どういった戦略なのですか… そこに真心はあるのかい!?"	327	"NEUTRAL"	0.840
"【お詫び】 先程、なんかダジャレみたいなんを言ってしまったことをお詫び致します。"	328	"NEGATIVE"	0.984
"【速報】 歩ける距離の店までバスに乗ったら、全くお金を持っていませんでした。 な、情けねぇ…(´д｀|||)"	329	"NEGATIVE"	0.992
"【速報】 しかも、その目的の店は月に一回の休みでした。 ど、どんくせぇ…(´д｀|||)"	330	"NEGATIVE"	0.990
"～でなければならない、に、追いかけられている。"	331	"NEGATIVE"	0.976
"ライブ行きたいライブ行きたいライブ行きたすぎて発狂しそう～((((｡Д゜)))"	332	"NEGATIVE"	0.986
"一昨日から寝不足でめっさ眠いけど明日はテレビの点検の人が来るから大掃除！でも寝不足の原因のゲームが気になってはかどらん！ 約束の時間に起きれないとまずいので諦めて寝て起きてからまた片づけよ… って、寝不足のもうひとつの原因の漫画読んでしまってこんな時間！ 目が痛い…"	333	"NEGATIVE"	0.988
"午前中の来客の予定さえなければ、最高の休日前夜なんだけどなぁ。"	334	"NEGATIVE"	0.687
"ライブいきたい衝動を抱えたまま、投票にいきました。 選挙戦をライブで感じる為にね！"	335	"POSITIVE"	0.973
"【お詫び】 急にいきがったことをお詫びいたします。 ちなみに先日友人たちの間で、 私は思春期だ、ということで合致したことを、お知らせいたします。 何だかなぁ…"	336	"NEGATIVE"	0.927
"日本橋先生のせいで(おかげで)漫画熱が再燃している。 コンプしたい、コンプしたい…"	337	"POSITIVE"	0.931
"【速報】\n最近前髪を短くしてごきげんだったのですが、ジャガー横田とお揃いだということが発覚しました。\nわぉ。"	338	"NEUTRAL"	0.871
"ヤバい。久々に来た。なぜ今までノーマークだったんだろ？ 紀里谷和明、ドンズバ…！！"	339	"POSITIVE"	0.966
"久々にはらわたが煮えているのですが、こーゆうとき、どーするんだっけ？ しょーもな過ぎるからガッと怒ってガッと忘れたい。"	340	"NEGATIVE"	0.976
"眠すぎるから早めに寝床に入ったのに、全く寝れない。目が痛い。"	341	"NEGATIVE"	0.996
"布袋さん、MISIAとも演ってたんや。 Back in love again、すてきやん？"	342	"POSITIVE"	0.804
"休み明けはエグい。 明日も朝からエグい。 おやすみなさい。"	343	"NEGATIVE"	0.959
"なんじゃこりゃ!? ミヨコ･シダ･リゴロ!!"	344	"NEGATIVE"	0.813
"スキマ立ち見って…"	345	"NEGATIVE"	0.682
"立ち見ってどうなん？ 座れないのやっぱしんどいやんなぁ…"	346	"NEGATIVE"	0.992
"コンビニで買った水を飲みながら歩く。 涼しいなぁ。もう秋の気配だね～"	347	"POSITIVE"	0.946
"お寿司食べ過ぎておなかいたい。しあわせものだな私は。"	348	"NEUTRAL"	0.682
"今日行った服屋さんで対応してくれた男の子、かなり乙女系で興味をそそられたので友達になってみたかったけど、 試着したスカートが気に入らず返品したため何も発展しなかった。ちぇっ、残念。"	349	"NEGATIVE"	0.989
"そういや昔乙女系男子に恋したことあったっけ… 今日の子は多分ゲイだけど。"	350	"NEUTRAL"	0.892
"そこそこ付き合いの長い同業の方とごはん。 いつものことやけど熱くなってしまいそんな飲んでないのに酔ってしまったなう。 お別れしたけど、色々考えてしまうナウ。"	351	"NEUTRAL"	0.820
"あー…髪切りて～。(梅屋敷風に)"	352	"NEUTRAL"	0.568
"誰か、月曜コヤソニいこ！"	353	"POSITIVE"	0.922
"誰か、月曜落語いこ！方正とか三度みにいこ！"	354	"POSITIVE"	0.970
"今月まぁまぁ行けるイベントあるやんって、今気づいた…"	355	"POSITIVE"	0.890
"友達から、6日に地震来るから備えとけ、との連絡。何情報か知らんけど、彼女の言うことにはいつもどことなく説得力があるので、水と缶詰買ってきた。こわいなぁ。"	356	"NEGATIVE"	0.976
"三四郎さんからリツイきた！公演チケットのことやし当たり前かもしれんけど、めっちゃ嬉しい～(>_<) あぁ～楽しみだなぁ～♪"	357	"POSITIVE"	0.994
"【再掲】誰か、月曜コヤソニいこ！ 9時から9時まで、フラフラなろ！"	358	"POSITIVE"	0.929
"あと五分のところで受付時間に間に合った！ と思ったら、眼科が30分前に終わりましたとな。。。 やっと買ったチャリぶっとばしたのに… 一週間も我慢したのに…"	359	"NEGATIVE"	0.980
"今日の最大のイベント、｢コンタクトを買う｣は、頓挫しました。"	360	"NEGATIVE"	0.973
"外に出たら暗くなってた。 涼しいな～…てかちょっと寒い！"	361	"NEGATIVE"	0.861
"うわっ！今日の小倉さん、帽子の位置間違えてる！(゜ロ゜; 誰か教えてあげてー！"	362	"NEGATIVE"	0.906
"舘ひろしの声のきれいさに焦る。"	363	"POSITIVE"	0.960
"NMBのテレビみてるんだけど… ヤバい、ダンエボやりたい…( ゜Д゜)！！"	364	"POSITIVE"	0.929
"今夜もまーたー眠れない～♪ …ほんまに寝よ。"	365	"NEGATIVE"	0.717
"久々に緊張した。 時間まで気を紛らそうと軽いお酒を飲んだら、動悸がとまらなくなった。 思った以上にノミの心臓。。"	366	"NEGATIVE"	0.986
"うぅ…ポメラニアン…"	367	"NEUTRAL"	0.823
"明日の19時に難波にこれる人、いないかなぁ…"	368	"NEUTRAL"	0.617
"今週はほんまにしんどかった。 休みの予定を励みに何とか持ち直すとか、通じませんでしたね。 とにかく眠い…"	369	"NEGATIVE"	0.995
"お腹すいたし夜ご飯食べななぁ…思ったら、うそやん、昼も食べてないやん…"	370	"NEGATIVE"	0.990
"【残念なお知らせ】 眠くて死にそうやからとりあえず何か食べて早く寝たいのに家には見事に何もない。"	371	"NEGATIVE"	0.994
"非常用の缶詰め食べるか…"	372	"NEGATIVE"	0.541
"ただいま休憩。初NGKに大キョドりでしたが、こなれてきた！ 雀々さん、さすがの迫力！"	373	"POSITIVE"	0.986
"なんだかこないだから心拍数の上がることが多い。 何かのスイッチが入ってしまったようだ。。"	374	"NEGATIVE"	0.975
"先ほどのスイッチツィートを投稿するやいなや、別件へのリプライ。 ほんまにマメな人やなぁ… 私の心拍数をあげる天才、桂三四郎というひと…"	375	"NEUTRAL"	0.663
"さぁ今日も夜更かししてしまったので、「蒸気でアイマスク」して寝る！ 今日は新発売のメントール！"	376	"POSITIVE"	0.875
"今日は三宮まで遠征。 神戸の女の子は、やっぱりなんとなしに大阪とは違う気がする。 帰りの電車の中、可愛いな～と思ってた女子がこぞって芦屋で降りた。 なるほど…と思うのは偏見だろうか。"	377	"NEUTRAL"	0.647
"あれっ？ 山口の達っつぁんが、痩せてるよ？ 髪がストレートだよ？格好いいぽいよ！"	378	"POSITIVE"	0.921
"己の本分を忘れない。 メモ…"	379	"NEUTRAL"	0.527
"のんだなー！もはや、色んな人がいとおしい。会う人会う人ハグしたい感じ！ 幸せにねむるるる～(´∇｀)"	380	"POSITIVE"	0.937
"久々に、朝からカンヅメでお勉強。 疲れた…。ほんとーに疲れた…。まさかのプレゼンタイムで人前で喋るという拷問に遭い、この涼しいのに汗だくになり、精も根も尽き果てました。 しばらく賢者タイムに入ります。"	381	"NEGATIVE"	0.925
"森三中黒沢の即興の歌、結構好きで見てしまうんだけど、 今テレビ見てたら黒沢が出てきて、例のごとく歌いはじめて、ノッてきたところで渡辺直美が踊りながらフレームインしてきた。 あかん、めっちゃおもろい。笑"	382	"POSITIVE"	0.961
"三四郎さんからまたもやリプ！ あぁ…幸せ…(´∇｀*)"	383	"POSITIVE"	0.986
"気づかぬうちに人を傷つけていることが多いように感じる。 ので、そうしないよう練習中です。"	384	"NEGATIVE"	0.971
"缶入りホットジンジャーエールだと～!?"	385	"NEUTRAL"	0.854
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"POSITIVE"	0.988
"わーい！ポンバシ先生からも返信が！"	387	"POSITIVE"	0.961
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"POSITIVE"	0.993
"今日、またひとつ新しい価値観を手にいれました。"	389	"POSITIVE"	0.926
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"NEUTRAL"	0.724
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"POSITIVE"	0.947
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"POSITIVE"	0.640
"今朝がたのツィート。酔ってたんだろうなぁ。 ｢仕方なく帰宅。｣のまちがいだよね。 しかし、｢盗み見した｣ って…"	393	"NEGATIVE"	0.940
"イケメンを真っ正面からガン見できない、そうです私がこじらせおばさんです。"	394	"NEGATIVE"	0.973
"よく行くお店でオムライスをオーダーしたら、おっきなハートマークを描いてくれた。 嬉しかったけど、いやや～と言ってしまった。 かくして私はまたひとつ、人の好意を踏みにじったのである。なーむー"	395	"NEGATIVE"	0.862
"やっと我が家のネット環境が整いそうな兆しが見えてきた… それとは関係なく、新しいkindleが欲しくなってきた…"	396	"POSITIVE"	0.946
"高速バス面白い。高速の上でおろされる。"	397	"POSITIVE"	0.984
"ともちゃん、歌声は健在どころかパワーアップしてるし、 このアラフォーは可愛すぎるやろ。"	398	"POSITIVE"	0.991
"川崎麻世なう。 麻世やばい！めっちゃキレイ！"	399	"POSITIVE"	0.983
"スケートリンクって寒いよね？ こないだ初めて行って、身をもって知ったんだけどさ。 じゃあ、上はダウンベスト着て、下は生足でミニスカートはいてる三田アナの真意やいかに？"	400	"NEUTRAL"	0.836
"お風呂で802かけてポトフーを食べながらビートたけし読んでる今がほんとにしあわせ～(´∇｀)? ポトフじゃないよ、ポ、とフー、ですよ。"	401	"POSITIVE"	0.967
"今更テラスハウスをみています。 華、てっちゃん、せいなさん、大樹、あや、王子、あたり。 てっちゃん泣きすぎ…"	402	"NEGATIVE"	0.513
"帰ってきてテレビつけたら天誅。ってドラマ。 目がはなせなくて最後までみてしまった。 なんかはまる…"	403	"NEGATIVE"	0.839
"ジャンプの人気漫画オールスター総出演のげーむやりたい。 霊丸うちたい。 ラッキーマンとか懐かしすぎる。"	404	"POSITIVE"	0.908
"久々に何もない休日。 歯医者いったし、洗濯したし、コンタクト買いたいけどまだあるし。 縛られるものが何もない。 たのしい。"	405	"POSITIVE"	0.986
"疲れすぎて判断力が鈍り、今夜のごはんは牛丼とオムライスとしょうが焼きとハンバーグ。 美味しゅうございました。"	406	"POSITIVE"	0.954
"さあ寝よう。 と思ったら、ヴィジュアル系とはなんぞや？と解説する番組が始まり、面白くて寝られない。 続々と出てくる名前に興奮が止まらない。"	407	"POSITIVE"	0.972
"漫画を読み始めた。 ゲームにはまり出した。 シリーズドラマのDVDを見始めた。 そうして寝るのが遅くなり、 深夜のツィッターに返り咲いた。 ただいま、2次元。"	408	"POSITIVE"	0.901
"自分がフォローしてる人がたまたまそうなのか、たんまり寝たいツィートが目につく。 わたしも５日くらい好きに寝たり転がったりしたい"	409	"NEUTRAL"	0.577
"今まで寝不足やわぁって思った時の合計分きっちり寝たい"	410	"NEUTRAL"	0.655
"今日は満足できる仕事ができた。 うれしい。"	411	"POSITIVE"	0.995
"じぇいそーるぶらざーずはじめてちゃんとみた。 え、かっこいいやん！"	412	"POSITIVE"	0.987
"腰が痛い。 遅くまで起きてるといいことないね。"	413	"NEGATIVE"	0.987
"今日の晩餐は海鮮焼きそばとカルビ丼とサラダ。 昨日はトンカツと焼き肉弁当とサラダ。 来年の今頃には、別人になっているかもしれない。"	414	"NEGATIVE"	0.829
"しましまんず池上が離婚した芸人としてテレビに出てる。 そこそこ男前やと思ってたのに、めっちゃくたびれて別人みたい。 離婚って色々消耗するって聞くけど、その結果なんかな。 こわい。"	415	"NEGATIVE"	0.983
"アウトデラックスに、ついになゆゆが！"	416	"POSITIVE"	0.903
"【速報】コンビニののり巻きを、初めて上手に取り出せました！"	417	"POSITIVE"	0.971
"久しぶりにまつげをつけてもらった。 これで、マスカラをする、というステップを省ける。 夢の起きてすぐ出掛けられる顔面、まであと少し！"	418	"POSITIVE"	0.978
"前に、芸能人に急にすっぴん見せてもらう番組で叶姉妹(姉)が出てたんだけど、 快諾して洗顔した後の顔がほぼ同じ。 まつエク、アイラインと眉アート、カラコン装着… セコ技やん。"	419	"NEGATIVE"	0.918
"黒髪にしました。 あれ？わたし、壇蜜に似てるかもしれない。"	420	"NEUTRAL"	0.533
"(例に漏れず、長い髪を黒くした人が思うことを呟いてしまった…)"	421	"NEGATIVE"	0.849
"アラサーちゃん実写版はじまってるー！"	422	"POSITIVE"	0.949
"るろ剣映画見てアニメ思い出すなう。 るろ剣のテーマソングが名作揃いなのは、もはや常識ですよね！"	423	"POSITIVE"	0.890
"うなぎ食べそびれた。かなしい(・_・`)"	424	"NEGATIVE"	0.993
"関ジャニ丸山が好きすぎてヤバイ。 あと6分でマルが！"	425	"POSITIVE"	0.983
"実写版アラサーちゃんのオープニングが可愛すぎて発狂しそう。"	426	"POSITIVE"	0.957
"四年前NHK｢龍馬伝｣で福山雅治の幼少期を演じ、めちゃんこ可愛い！ 可愛すぎる！と話題になった濱田龍臣くん。 そのあとからマメピカのCMに出ているのだけれど、最新版では、もうすごく大人になっていて、どーしたらいいかわからない。"	427	"POSITIVE"	0.530
